phylum,class,order,family,genus,species,common name,study sample sex,study sample size,body mass (kg),metabolic rate (W),mass-specific metabolic rate (W/kg),brain size (kg),brain size - method
Chordata,Aves,Charadriiformes,Charadriidae,Charadrius,Charadrius australis,Inland Dotterel,,1,0.084,,,0.0011914,skull filling
Chordata,Aves,Charadriiformes,Charadriidae,Elseyornis,Elseyornis melanops,Black-fronted Dotterel,,1,0.0325,,,0.00087024,skull filling
Chordata,Aves,Charadriiformes,Charadriidae,Erythrogonys,Erythrogonys cinctus,Red-kneed Dotterel,,1,0.0475,,,0.0010878,skull filling
Chordata,Aves,Charadriiformes,Charadriidae,Vanellus,Vanellus tricolor,Banded Lapwing,,1,0.184,,,0.00247604,skull filling
Chordata,Aves,Charadriiformes,Charadriidae,Vanellus,Vanellus miles,Masked Lapwing,,1,0.31,,,0.0029526,skull filling
Chordata,Aves,Charadriiformes,Pedionomidae,Pedionomus,Pedionomus torquatus,Plains-wanderer,,1,0.0675,,,0.00079772,skull filling
Chordata,Aves,Charadriiformes,Jacanidae,Irediparra,Irediparra gallinacea,Comb-crested Jacana,,1,0.108,,,0.00117068,skull filling
Chordata,Aves,Charadriiformes,Rostratulidae,Rostratula,Rostratula australis,Australian Painted-Snipe,,1,0.1255,,,0.00147112,skull filling
Chordata,Aves,Charadriiformes,Scolopacidae,Gallinago,Gallinago hardwickii,Latham's Snipe,,1,0.19,,,0.00206164,skull filling
Chordata,Aves,Charadriiformes,Scolopacidae,Limosa,Limosa lapponica,Bar-tailed Godwit,,1,0.316,,,0.00286972,skull filling
Chordata,Aves,Charadriiformes,Scolopacidae,Numenius,Numenius phaeopus,Whimbrel,,1,0.35,,,0.00324268,skull filling
Chordata,Aves,Charadriiformes,Scolopacidae,Numenius,Numenius madagascariensis,Far Eastern Curlew,,1,0.9,,,0.0048692,skull filling
Chordata,Aves,Charadriiformes,Scolopacidae,Xenus,Xenus cinereus,Terek Sandpiper,,1,0.075,,,0.00106708,skull filling
Chordata,Aves,Charadriiformes,Scolopacidae,Actitis,Actitis hypoleucos,Common Sandpiper,,1,0.048,,,0.00089096,skull filling
Chordata,Aves,Charadriiformes,Scolopacidae,Tringa,Tringa brevipes,Grey-tailed Tattler,,1,0.125,,,0.00138824,skull filling
Chordata,Aves,Charadriiformes,Scolopacidae,Tringa,Tringa incana,Wandering Tattler,,1,0.11,,,0.00133644,skull filling
Chordata,Aves,Charadriiformes,Scolopacidae,Tringa,Tringa nebularia,Common Greenshank,,1,0.17,,,0.0020202,skull filling
Chordata,Aves,Charadriiformes,Scolopacidae,Tringa,Tringa stagnatilis,Marsh Sandpiper,,1,0.07,,,0.0020202,skull filling
Chordata,Aves,Charadriiformes,Scolopacidae,Tringa,Tringa glareola,Wood Sandpiper,,1,0.055,,,0.00105672,skull filling
Chordata,Aves,Charadriiformes,Scolopacidae,Arenaria,Arenaria interpres,Ruddy Turnstone,,1,0.115,,,0.00107744,skull filling
Chordata,Aves,Charadriiformes,Scolopacidae,Calidris,Calidris tenuirostris,Great Knot,,1,0.155,,,0.00159544,skull filling
Chordata,Aves,Charadriiformes,Scolopacidae,Calidris,Calidris canutus,Red Knot,,1,0.12,,,0.00136752,skull filling
Chordata,Aves,Charadriiformes,Scolopacidae,Calidris,Calidris alba,Sanderling,,1,0.06,,,0.00104636,skull filling
Chordata,Aves,Charadriiformes,Scolopacidae,Calidris,Calidris ruficollis,Red-necked Stint,,1,0.025,,,0.00068376,skull filling
Chordata,Aves,Charadriiformes,Scolopacidae,Calidris,Calidris subminuta,Long-toed Stint,,1,0.025,,,0.00061124,skull filling
Chordata,Aves,Charadriiformes,Scolopacidae,Calidris,Calidris melanotos,Pectoral Sandpiper,,1,0.06,,,0.00105672,skull filling
Chordata,Aves,Charadriiformes,Scolopacidae,Calidris,Calidris acuminata,Sharp-tailed Sandpiper,,1,0.065,,,0.00102564,skull filling
Chordata,Aves,Charadriiformes,Scolopacidae,Calidris,Calidris ferruginea,Curlew Sandpiper,,1,0.057,,,0.00102564,skull filling
Chordata,Aves,Charadriiformes,Scolopacidae,Limicola,Limicola falcinellus,Broad-billed Sandpiper,,1,0.04,,,0.00074592,skull filling
Chordata,Aves,Charadriiformes,Scolopacidae,Phalaropus,Phalaropus lobatus,Red-necked Phalarope,,1,0.034,,,0.0004662,skull filling
Chordata,Aves,Charadriiformes,Turnicidae,Turnix,Turnix melanogaster,Black-breasted Buttonquail,,1,0.0825,,,0.00109816,skull filling
Chordata,Aves,Charadriiformes,Turnicidae,Turnix,Turnix varius,Painted Buttonquail,,1,0.08,,,0.00107744,skull filling
Chordata,Aves,Charadriiformes,Turnicidae,Turnix,Turnix pyrrhothorax,Red-chested Buttonquail,,1,0.0515,,,0.00059052,skull filling
Chordata,Aves,Charadriiformes,Turnicidae,Turnix,Turnix velox,Little Buttonquail,,1,0.046,,,0.00069412,skull filling
Chordata,Aves,Charadriiformes,Glareolidae,Stiltia,Stiltia isabella,Australian Pratincole,,1,0.0545,,,0.0010878,skull filling
Chordata,Aves,Charadriiformes,Stercorariidae,Stercorarius,Stercorarius pomarinus,Pomarine Jaeger,,1,0.7,,,0.00496244,skull filling
Chordata,Aves,Charadriiformes,Stercorariidae,Stercorarius,Stercorarius parasiticus,Parasitic Jaeger,,1,0.465,,,0.00403004,skull filling
Chordata,Aves,Charadriiformes,Stercorariidae,Stercorarius,Stercorarius longicaudus,Long-tailed Jaeger,,1,0.295,,,0.00306656,skull filling
Chordata,Aves,Charadriiformes,Laridae,Anous,Anous stolidus,Brown Noddy,,1,0.185,,,0.00231028,skull filling
Chordata,Aves,Charadriiformes,Laridae,Anous,Anous minutus,Black Noddy,,1,0.11,,,0.00156436,skull filling
Chordata,Aves,Charadriiformes,Laridae,Onychoprion,Onychoprion fuscata,Sooty Tern,,1,0.176,,,0.00240352,skull filling
Chordata,Aves,Charadriiformes,Laridae,Sternula,Sternula albifrons,Little Tern,,1,0.0475,,,0.00106708,skull filling
Chordata,Aves,Charadriiformes,Laridae,Hydroprogne,Hydroprogne caspia,Caspian Tern,,1,0.5655,,,0.00485884,skull filling
Chordata,Aves,Charadriiformes,Laridae,Chlidonias,Chlidonias hybrida,Whiskered Tern,,1,0.085,,,0.00153328,skull filling
Chordata,Aves,Charadriiformes,Laridae,Sterna,Sterna dougallii,Roseate Tern,,1,0.095,,,0.00158508,skull filling
Chordata,Aves,Charadriiformes,Laridae,Sterna,Sterna sumatrana,Black-naped Tern,,1,0.09,,,0.00135716,skull filling
Chordata,Aves,Charadriiformes,Laridae,Sterna,Sterna hirundo,Common Tern,,1,0.12,,,0.00194768,skull filling
Chordata,Aves,Charadriiformes,Laridae,Sterna,Sterna vittata,Antarctic Tern,,1,0.15,,,0.00208236,skull filling
Chordata,Aves,Charadriiformes,Laridae,Thalasseus,Thalasseus bergii,Great Crested Tern,,1,0.31,,,0.00348096,skull filling
Chordata,Aves,Charadriiformes,Laridae,Larus,Larus pacificus,Pacific Gull,,1,1.187,,,0.0070448,skull filling
Chordata,Aves,Charadriiformes,Laridae,Larus,Larus dominicanus,Kelp Gull,,1,0.94,,,0.00684796,skull filling
Chordata,Aves,Charadriiformes,Laridae,Chroicocephalus,Chroicocephalus novaehollandiae,Silver Gull,,1,0.3125,,,0.00323232,skull filling
Chordata,Aves,Psittaciformes,Cacatuidae,Probosciger,Probosciger aterrimus,Palm Cockatoo,,1,0.806,,,0.021238,skull filling
Chordata,Aves,Psittaciformes,Cacatuidae,Calyptorhynchus,Calyptorhynchus banksii,Red-tailed Black Cockatoo,,1,0.67,,,0.0123802,skull filling
Chordata,Aves,Psittaciformes,Cacatuidae,Calyptorhynchus,Calyptorhynchus lathami,Glossy Black Cockatoo,,1,0.463,,,0.01013208,skull filling
Chordata,Aves,Psittaciformes,Cacatuidae,Calyptorhynchus,Calyptorhynchus funereus,Yellow-tailed Black Cockatoo,,1,0.66,,,0.01562288,skull filling
Chordata,Aves,Psittaciformes,Cacatuidae,Calyptorhynchus,Calyptorhynchus latirostris,Carnaby's Black Cockatoo,,1,0.65,,,0.014763,skull filling
Chordata,Aves,Psittaciformes,Cacatuidae,Calyptorhynchus,Calyptorhynchus baudinii,Baudin's Black Cockatoo,,1,0.66,,,0.01515668,skull filling
Chordata,Aves,Psittaciformes,Cacatuidae,Callocephalon,Callocephalon fimbriatum,Gang-gang Cockatoo,,1,0.25,,,0.00774928,skull filling
Chordata,Aves,Psittaciformes,Cacatuidae,Lophochroa,Lophochroa leadbeateri,Pink Cockatoo,,1,0.387,,,0.00877492,skull filling
Chordata,Aves,Psittaciformes,Cacatuidae,Eolophus,Eolophus roseicapillus,Galah,,1,0.312,,,0.00666148,skull filling
Chordata,Aves,Psittaciformes,Cacatuidae,Cacatua,Cacatua tenuirostris,Long-billed Corella,,1,0.565,,,0.01102304,skull filling
Chordata,Aves,Psittaciformes,Cacatuidae,Cacatua,Cacatua pastinator,Western Corella,,1,0.765,,,0.01138564,skull filling
Chordata,Aves,Psittaciformes,Cacatuidae,Cacatua,Cacatua sanguinea,Little Corella,,1,0.472,,,0.00923076,skull filling
Chordata,Aves,Psittaciformes,Cacatuidae,Cacatua,Cacatua galerita,Sulphur-crested Cockatoo,,1,0.728,,,0.01475264,skull filling
Chordata,Aves,Psittaciformes,Cacatuidae,Nymphicus,Nymphicus hollandicus,Cockatiel,,1,0.08815,,,0.00247604,skull filling
Chordata,Aves,Psittaciformes,Psittaculidae,Trichoglossus,Trichoglossus haematodus,Rainbow Lorikeet,,1,0.125,,,0.00379176,skull filling
Chordata,Aves,Psittaciformes,Psittaculidae,Trichoglossus,Trichoglossus chlorolepidotus,Scaly-breasted Lorikeet,,1,0.0869,,,0.0031598,skull filling
Chordata,Aves,Psittaciformes,Psittacidae,Psitteuteles,Psitteuteles versicolor,Varied Lorikeet,,1,0.0536,,,0.002072,skull filling
Chordata,Aves,Psittaciformes,Psittaculidae,Glossopsitta,Glossopsitta concinna,Musk Lorikeet,,1,0.07,,,0.00297332,skull filling
Chordata,Aves,Psittaciformes,Psittaculidae,Glossopsitta,Glossopsitta pusilla,Little Lorikeet,,1,0.0415,,,0.00164724,skull filling
Chordata,Aves,Psittaciformes,Psittaculidae,Glossopsitta,Glossopsitta porphyrocephala,Purple-crowned Lorikeet,,1,0.045,,,0.00195804,skull filling
Chordata,Aves,Psittaciformes,Psittaculidae,Cyclopsitta,Cyclopsitta diophthalma,Double-eyed Fig-Parrot,,1,0.0366,,,0.0017612,skull filling
Chordata,Aves,Psittaciformes,Psittacidae,Eclectus,Eclectus roratus,Moluccan Eclectus,,1,0.507,,,0.00762496,skull filling
Chordata,Aves,Psittaciformes,Psittacidae,Geoffroyus,Geoffroyus geoffroyi,Red-cheeked Parrot,,1,0.152,,,0.00441336,skull filling
Chordata,Aves,Psittaciformes,Psittaculidae,Alisterus,Alisterus scapularis,Australian King Parrot,,1,0.207,,,0.00464128,skull filling
Chordata,Aves,Psittaciformes,Psittaculidae,Aprosmictus,Aprosmictus erythropterus,Red-winged Parrot,,1,0.155,,,0.0039886,skull filling
Chordata,Aves,Psittaciformes,Psittaculidae,Polytelis,Polytelis swainsonii,Superb Parrot,,1,0.145,,,0.0034706,skull filling
Chordata,Aves,Psittaciformes,Psittaculidae,Polytelis,Polytelis anthopeplus,Regent Parrot,,1,0.175,,,0.0039886,skull filling
Chordata,Aves,Psittaciformes,Psittaculidae,Polytelis,Polytelis alexandrae,Princess Parrot,,1,0.105,,,0.00267288,skull filling
Chordata,Aves,Psittaciformes,Psittaculidae,Platycercus,Platycercus caledonicus,Green Rosella,,1,0.128,,,0.00376068,skull filling
Chordata,Aves,Psittaciformes,Psittaculidae,Platycercus,Platycercus elegans,Crimson Rosella,,1,0.124,,,0.00391608,skull filling
Chordata,Aves,Psittaciformes,Psittaculidae,Platycercus,Platycercus eximius,Eastern Rosella,,1,0.105,,,0.00311836,skull filling
Chordata,Aves,Psittaciformes,Psittaculidae,Platycercus,Platycercus adscitus,Pale-headed Rosella,,1,0.1035,,,0.00317016,skull filling
Chordata,Aves,Psittaciformes,Psittaculidae,Platycercus,Platycercus venustus,Northern Rosella,,1,0.0925,,,0.00265216,skull filling
Chordata,Aves,Psittaciformes,Psittaculidae,Platycercus,Platycercus icterotis,Western Rosella,,1,0.065,,,0.00246568,skull filling
Chordata,Aves,Psittaciformes,Psittaculidae,Barnardius,Barnardius zonarius,Australian Ringneck,,1,0.1416,,,0.00405076,skull filling
Chordata,Aves,Psittaciformes,Psittaculidae,Purpureicephalus,Purpureicephalus spurius,Red-capped Parrot,,1,0.115,,,0.00361564,skull filling
Chordata,Aves,Psittaciformes,Psittaculidae,Northiella,Northiella haematogaster,Eastern Bluebonnet,,1,0.078,,,0.0024864,skull filling
Chordata,Aves,Psittaciformes,Psittaculidae,Lathamus,Lathamus discolor,Swift Parrot,,1,0.065,,,0.00245532,skull filling
Chordata,Aves,Psittaciformes,Psittaculidae,Psephotus,Psephotus haematonotus,Red-rumped Parrot,,1,0.0625,,,0.00204092,skull filling
Chordata,Aves,Psittaciformes,Psittaculidae,Psephotus,Psephotus varius,Mulga Parrot,,1,0.055,,,0.00185444,skull filling
Chordata,Aves,Psittaciformes,Psittaculidae,Psephotus,Psephotus chrysopterygius,Golden-shouldered Parrot,,1,0.04115,,,0.0014504,skull filling
Chordata,Aves,Psittaciformes,Psittaculidae,Psephotus,Psephotus dissimilis,Hooded Parrot,,1,0.0475,,,0.00180264,skull filling
Chordata,Aves,Psittaciformes,Psittaculidae,Melopsittacus,Melopsittacus undulatus,Budgerigar,,1,0.026,,,0.001554,skull filling
Chordata,Aves,Psittaciformes,Psittaculidae,Neopsephotus,Neopsephotus bourkii,Bourke's Parrot,,1,0.045,,,0.001295,skull filling
Chordata,Aves,Psittaciformes,Psittaculidae,Neophema,Neophema chrysostoma,Blue-winged Parrot,,1,0.055,,,0.00159544,skull filling
Chordata,Aves,Psittaciformes,Psittaculidae,Neophema,Neophema elegans,Elegant Parrot,,1,0.0425,,,0.00132608,skull filling
Chordata,Aves,Psittaciformes,Psittaculidae,Neophema,Neophema petrophila,Rock Parrot,,1,0.055,,,0.0017612,skull filling
Chordata,Aves,Psittaciformes,Psittaculidae,Neophema,Neophema pulchella,Turquoise Parrot,,1,0.04,,,0.00133644,skull filling
Chordata,Aves,Psittaciformes,Psittaculidae,Neophema,Neophema splendida,Scarlet-chested Parrot,,1,0.0385,,,0.00132608,skull filling
Chordata,Aves,Psittaciformes,Psittaculidae,Pezoporus,Pezoporus wallicus,Ground Parrot,,1,0.0775,,,0.00275576,skull filling
Chordata,Aves,Cuculiformes,Cuculidae,Centropus,Centropus phasianinus,Pheasant Coucal,,1,0.377,,,0.00426832,skull filling
Chordata,Aves,Cuculiformes,Cuculidae,Eudynamys,Eudynamys orientalis,Pacific Koel,,1,0.243,,,0.00254856,skull filling
Chordata,Aves,Cuculiformes,Cuculidae,Scythrops,Scythrops novaehollandiae,Channel-billed Cuckoo,,1,0.7475,,,0.0055426,skull filling
Chordata,Aves,Cuculiformes,Cuculidae,Chrysococcyx,Chrysococcyx basalis,Horsfield's Bronze Cuckoo,,1,0.0245,,,0.00064232,skull filling
Chordata,Aves,Cuculiformes,Cuculidae,Chrysococcyx,Chrysococcyx osculans,Black-eared Cuckoo,,1,0.032,,,0.00075628,skull filling
Chordata,Aves,Cuculiformes,Cuculidae,Chrysococcyx,Chrysococcyx lucidus,Shining Bronze Cuckoo,,1,0.025,,,0.00071484,skull filling
Chordata,Aves,Cuculiformes,Cuculidae,Chrysococcyx,Chrysococcyx minutillus,Little Bronze Cuckoo,,1,0.017,,,0.00060088,skull filling
Chordata,Aves,Cuculiformes,Cuculidae,Cacomantis,Cacomantis castaneiventris,Chestnut-breasted Cuckoo,,1,0.03,,,0.0009842,skull filling
Chordata,Aves,Cuculiformes,Cuculidae,Cacomantis,Cacomantis flabelliformis,Fan-tailed Cuckoo,,1,0.0538,,,0.00112924,skull filling
Chordata,Aves,Cuculiformes,Cuculidae,Cacomantis,Cacomantis variolosus,Sahul Brush Cuckoo,,1,0.038,,,0.00100492,skull filling
Chordata,Aves,Cuculiformes,Cuculidae,Cacomantis,Cacomantis pallidus,Pallid Cuckoo,,1,0.0905,,,0.00148148,skull filling
Chordata,Aves,Strigiformes,Strigidae,Ninox,Ninox strenua,Powerful Owl,,1,1.35,,,0.01185184,skull filling
Chordata,Aves,Strigiformes,Strigidae,Ninox,Ninox rufa,Rufous Owl,,1,0.82,,,0.00873348,skull filling
Chordata,Aves,Strigiformes,Strigidae,Ninox,Ninox connivens,Barking Owl,,1,0.522,,,0.0066304,skull filling
Chordata,Aves,Strigiformes,Strigidae,Ninox,Ninox novaeseelandiae,Morepork,,1,0.234,,,0.00572908,skull filling
Chordata,Aves,Strigiformes,Tytonidae,Tyto,Tyto tenebricosa,Sooty Owl,,1,0.585,,,0.0131572,skull filling
Chordata,Aves,Strigiformes,Tytonidae,Tyto,Tyto novaehollandiae,Australian Masked Owl,,1,0.593,,,0.00877492,skull filling
Chordata,Aves,Strigiformes,Tytonidae,Tyto,Tyto javanica,Eastern Barn Owl,,1,0.36,,,0.00674436,skull filling
Chordata,Aves,Strigiformes,Tytonidae,Tyto,Tyto longimembris,Australasian Grass-Owl,,1,0.3715,,,0.00541828,skull filling
Chordata,Aves,Coraciiformes,Alcedinidae,Ceyx,Ceyx azureus,Azure Kingfisher,,1,0.035,,,0.00101528,skull filling
Chordata,Aves,Coraciiformes,Alcedinidae,Tanysiptera,Tanysiptera sylvia,Buff-breasted Paradise Kingfisher,,1,0.047,,,0.00118104,skull filling
Chordata,Aves,Coraciiformes,Alcedinidae,Dacelo,Dacelo novaeguineae,Laughing Kookaburra,,1,0.281,,,0.00446516,skull filling
Chordata,Aves,Coraciiformes,Alcedinidae,Dacelo,Dacelo leachii,Blue-winged Kookaburra,,1,0.31,,,0.00438228,skull filling
Chordata,Aves,Coraciiformes,Alcedinidae,Syma,Syma torotoro,Yellow-billed Kingfisher,,1,0.0395,,,0.00114996,skull filling
Chordata,Aves,Coraciiformes,Alcedinidae,Todiramphus,Todiramphus macleayii,Forest Kingfisher,,1,0.038,,,0.00110852,skull filling
Chordata,Aves,Coraciiformes,Alcedinidae,Todiramphus,Todiramphus pyrrhopygius,Red-backed Kingfisher,,1,0.0555,,,0.00117068,skull filling
Chordata,Aves,Coraciiformes,Alcedinidae,Todiramphus,Todiramphus sanctus,Sacred Kingfisher,,1,0.0515,,,0.00106708,skull filling
Chordata,Aves,Coraciiformes,Alcedinidae,Todiramphus,Todiramphus chloris,Collared Kingfisher,,1,0.067,,,0.00138824,skull filling
Chordata,Aves,Coraciiformes,Meropidae,Merops,Merops ornatus,Rainbow Bee-eater,,1,0.031,,,0.00064232,skull filling
Chordata,Aves,Coraciiformes,Coraciidae,Eurystomus,Eurystomus orientalis,Dollarbird,,1,0.1875,,,0.00205128,skull filling
Chordata,Aves,Passeriformes,Pittidae,Pitta,Pitta versicolor,Noisy Pitta,,1,0.1,,,0.00193732,skull filling
Chordata,Aves,Passeriformes,Menuridae,Menura,Menura novaehollandiae,Superb Lyrebird,,1,1.024,,,0.01109556,skull filling
Chordata,Aves,Passeriformes,Atrichorniithidae,Atrichornis,Atrichornis clamosus,Noisy Scrubbird,,1,0.043,,,0.0017612,skull filling
Chordata,Aves,Passeriformes,Climacteridae,Cormobates,Cormobates leucophaea,White-throated Treecreeper,,1,0.0207,,,0.00083916,skull filling
Chordata,Aves,Passeriformes,Climacteridae,Climacteris,Climacteris erythrops,Red-browed Treecreeper,,1,0.023,,,0.00091168,skull filling
Chordata,Aves,Passeriformes,Climacteridae,Climacteris,Climacteris picumnus,Brown Treecreeper,,1,0.0318,,,0.001036,skull filling
Chordata,Aves,Passeriformes,Climacteridae,Climacteris,Climacteris melanura,Black-tailed Treecreeper,,1,0.032,,,0.00089096,skull filling
Chordata,Aves,Passeriformes,Climacteridae,Climacteris,Climacteris rufa,Rufous Treecreeper,,1,0.033,,,0.00106708,skull filling
Chordata,Aves,Passeriformes,Ptilonorhynchidae,Ailuroedus,Ailuroedus maculosus,Spotted Catbird,,1,0.1692,,,0.0045584,skull filling
Chordata,Aves,Passeriformes,Ptilonorhynchidae,Ailuroedus,Ailuroedus crassirostris,Green Catbird,,1,0.21,,,0.00415436,skull filling
Chordata,Aves,Passeriformes,Ptilonorhynchidae,Scenopoeetes,Scenopoeetes dentirostris,Tooth-billed Bowerbird,,1,0.1655,,,0.003626,skull filling
Chordata,Aves,Passeriformes,Ptilonorhynchidae,Amblyornis,Amblyornis newtonianus,0,,1,0.079,,,0.0024864,skull filling
Chordata,Aves,Passeriformes,Ptilonorhynchidae,Sericulus,Sericulus chrysocephalus,Regent Bowerbird,,1,0.104,,,0.00346024,skull filling
Chordata,Aves,Passeriformes,Ptilonorhynchidae,Ptilonorhynchus,Ptilonorhynchus violaceus,Satin Bowerbird,,1,0.198,,,0.00488992,skull filling
Chordata,Aves,Passeriformes,Ptilonorhynchidae,Ptilonorhynchus,Ptilonorhynchus maculatus,Spotted Bowerbird,,1,0.147,,,0.0037814,skull filling
Chordata,Aves,Passeriformes,Ptilonorhynchidae,Ptilonorhynchus,Ptilonorhynchus nuchalis,Great Bowerbird,,1,0.2,,,0.00519036,skull filling
Chordata,Aves,Passeriformes,Maluridae,Malurus,Malurus cyaneus,Superb Fairywren,,1,0.0106,,,0.00048692,skull filling
Chordata,Aves,Passeriformes,Maluridae,Malurus,Malurus splendens,Splendid Fairywren,,1,0.0092,,,0.0004662,skull filling
Chordata,Aves,Passeriformes,Maluridae,Malurus,Malurus coronatus,Purple-crowned Fairywren,,1,0.0105,,,0.00049728,skull filling
Chordata,Aves,Passeriformes,Maluridae,Malurus,Malurus melanocephalus,Red-backed Fairywren,,1,0.0073,,,0.0004662,skull filling
Chordata,Aves,Passeriformes,Maluridae,Malurus,Malurus leucopterus,White-winged Fairywren,,1,0.0075,,,0.00040404,skull filling
Chordata,Aves,Passeriformes,Maluridae,Malurus,Malurus lamberti,Variegated Fairywren,,1,0.008,,,0.00047656,skull filling
Chordata,Aves,Passeriformes,Maluridae,Malurus,Malurus pulcherrimus,Blue-breasted Fairywren,,1,0.00925,,,0.00043512,skull filling
Chordata,Aves,Passeriformes,Maluridae,Malurus,Malurus elegans,Red-winged Fairywren,,1,0.00975,,,0.00059052,skull filling
Chordata,Aves,Passeriformes,Maluridae,Stipiturus,Stipiturus malachurus,Southern Emuwren,,1,0.0076,,,0.0004144,skull filling
Chordata,Aves,Passeriformes,Maluridae,Amytornis,Amytornis goyderi,Eyrean Grasswren,,1,0.017,,,0.00080808,skull filling
Chordata,Aves,Passeriformes,Dasyornithidae,Dasyornis,Dasyornis brachypterus,Eastern Bristlebird,,1,0.045,,,0.0015022,skull filling
Chordata,Aves,Passeriformes,Dasyornithidae,Dasyornis,Dasyornis broadbenti,Rufous Bristlebird,,1,0.074,,,0.00194768,skull filling
Chordata,Aves,Passeriformes,Acanthizidae,Pycnoptilus,Pycnoptilus floccosus,Pilotbird,,1,0.0292,,,0.00122248,skull filling
Chordata,Aves,Passeriformes,Acanthizidae,Origma,Origma solitaria,Rockwarbler,,1,0.0145,,,0.0008806,skull filling
Chordata,Aves,Passeriformes,Acanthizidae,Sericornis,Sericornis citreogularis,Yellow-throated Scrubwren,,1,0.0169,,,0.00081844,skull filling
